City,Month,Ridership (Million),Source,URL
Delhi,2023-December,355.3,"Chennai Metro News: 35.53 Crore Travellers In 9 Years, 10.52 Crore In 2024 Alone - Check Year-Over-Y...",https://news.google.com/rss/articles/CBMi2gFBVV95cUxQdDFYZ09WZFpycFZqZHlMem5fck9nZnNsNFB2THJBWGdEVVFJclpja0JsbFA0blNNMm9HejZpNkRIVU52alhva3dDdW9PMzI0enFCbUV2ZDc2MFZ0N1d3RkluRlVoNFVESVh5MTlYT3NNRFBxVkFxdDJ1bWVEWEt0X3Y1TzdoendVc01RVlZQTjlFMG9OYjNJNU1TR3FFWFZGWnB1amJBWXZwWEwyNzJFWGZIVlBHU283VHpQajd1dDU0dFk1UERpVV80YzR2VEdUbWp1U01TZkNWQQ?oc=5
Delhi,2023-February,7.2,"At 7.2 million, Delhi Metro records highest-ever daily ridership on Aug 13 - Business Standard...",https://news.google.com/rss/articles/CBMi1AFBVV95cUxQcmJoMmRXWllidUJjLXE1VTV4RjRTWWZ0YVJnODlQRl9TT1l3cDlGcm9tWUNrMmFkeUFuVjZBdkpkYnhtX0lQbEdYSnJ3Rks0UHN0MDNEeUtYdEgwQ3FKd0JDbkw5ajNoaGt4WWhvcmdPOWVZaFY0R2s5cVlCa3oxekF0c3lYVXIzRXJuZnhPLWJYNzFWX1V5OWhfSTVnWnNwU2JFc1VTTkZTLWE5UktzMVlVbGJKLUhSMWROcTQ5eG9JQTRNSlZkQlFfaWhTc2dUYUp5SNIB2gFBVV95cUxPOW5GLXFjNm5DSFpXTk5ldFU1eXZBUHlBUkhlUjNMaFVNZ0IybDNNRE1Dby1QS1JHb0lNSEJueUpXUENobTYzUHZ5cTRqTUlOeVpBeUFvb2ZiQzdESnUyRHR6ZUpTeDd3NGF1SXkyVlE3SGVRbExSRm9Ma29Hb3plekZFOHhoc1BFY2VyUk9UTWl6Z3p0NU5XTUl1d25veFBJSmFzVjNoRDl4c19ZVmE0U2d4UUIydWt1aGN5M3k5cXRJVjFIZlFZeGVrNmhIR2lvalJyMzFPZnJhdw?oc=5
Delhi,2023-January,355.3,"Chennai Metro News: 35.53 Crore Travellers In 9 Years, 10.52 Crore In 2024 Alone - Check Year-Over-Y...",https://news.google.com/rss/articles/CBMi2gFBVV95cUxQdDFYZ09WZFpycFZqZHlMem5fck9nZnNsNFB2THJBWGdEVVFJclpja0JsbFA0blNNMm9HejZpNkRIVU52alhva3dDdW9PMzI0enFCbUV2ZDc2MFZ0N1d3RkluRlVoNFVESVh5MTlYT3NNRFBxVkFxdDJ1bWVEWEt0X3Y1TzdoendVc01RVlZQTjlFMG9OYjNJNU1TR3FFWFZGWnB1amJBWXZwWEwyNzJFWGZIVlBHU283VHpQajd1dDU0dFk1UERpVV80YzR2VEdUbWp1U01TZkNWQQ?oc=5
Delhi,2023-July,7.24,"At 72.38 lakh, Delhi Metro records highest-ever daily ridership on August 13 - The Economic Times...",https://news.google.com/rss/articles/CBMi9AFBVV95cUxPYjA0b3lMYWstTC12dFI1TG9SM2FzNmdnYWpfSVdhRy1kaDlMSkQ2dWM5N3ZUSzdwYk1VUWUxWS1MZDhhX3FncWRoQXp3NmFXV1VDMzFxTWFyQ00wQ3F1WHBpQXBJck1RUzQxYXBibFl5NDA5OXpjRHk1b0k1SDZOSEVGemNHaWcwWU52RDFjUlMwSmdWVmU0a1RtUXlsYkxJVExFRUxXVjNRMWdWN2ZRR2VDSEY0MWh2VWM1OGVpTDF4QWJXSXZ0Sk4wQVRwNDl5OGVSdy05dlc1X2JmZ2dzYU5MNFpBaU9aVmNTYnBMc0Z0S2ZI0gH6AUFVX3lxTFB5bEYxUnhYYmt3d1Z6dk5tU0w2a1lXY3hTRVhsMlRpQ2N6YmlBaWVrdnZlUmZEcFdpQ0ZsTTNZZFNGcUhyVms4TGhUZHNKYkhzRTE5dS04TkM0QmFDeHFmNWsycmg0ME1CQmU3QW0yMDdXREU1enRKbTY0c21UcEZ0ejFrZjBhTjh5ZHFadnYyaHpYQ0ZaTmJRcTl6S0ZlRzJtaG81ZzlaRFF3R25oTEtpc1VTdmNZS0NJMHctT0JPcUlkQW5CYlBBVmxXMFlZS1R6RVR0ZEdEblNhSmFkZzBmakJDTWpacjA2NGwzQmYySHhkRl9VdjBlZVE?oc=5
Delhi,2023-June,7.24,"At 72.38 lakh, Delhi Metro records highest-ever daily ridership on August 13 - The Economic Times...",https://news.google.com/rss/articles/CBMi9AFBVV95cUxPYjA0b3lMYWstTC12dFI1TG9SM2FzNmdnYWpfSVdhRy1kaDlMSkQ2dWM5N3ZUSzdwYk1VUWUxWS1MZDhhX3FncWRoQXp3NmFXV1VDMzFxTWFyQ00wQ3F1WHBpQXBJck1RUzQxYXBibFl5NDA5OXpjRHk1b0k1SDZOSEVGemNHaWcwWU52RDFjUlMwSmdWVmU0a1RtUXlsYkxJVExFRUxXVjNRMWdWN2ZRR2VDSEY0MWh2VWM1OGVpTDF4QWJXSXZ0Sk4wQVRwNDl5OGVSdy05dlc1X2JmZ2dzYU5MNFpBaU9aVmNTYnBMc0Z0S2ZI0gH6AUFVX3lxTFB5bEYxUnhYYmt3d1Z6dk5tU0w2a1lXY3hTRVhsMlRpQ2N6YmlBaWVrdnZlUmZEcFdpQ0ZsTTNZZFNGcUhyVms4TGhUZHNKYkhzRTE5dS04TkM0QmFDeHFmNWsycmg0ME1CQmU3QW0yMDdXREU1enRKbTY0c21UcEZ0ejFrZjBhTjh5ZHFadnYyaHpYQ0ZaTmJRcTl6S0ZlRzJtaG81ZzlaRFF3R25oTEtpc1VTdmNZS0NJMHctT0JPcUlkQW5CYlBBVmxXMFlZS1R6RVR0ZEdEblNhSmFkZzBmakJDTWpacjA2NGwzQmYySHhkRl9VdjBlZVE?oc=5
Delhi,2023-March,9,"Rapid Metro witnesses major spurt in ridership in 2023, revenue rises by 53% - Hindustan Times - Hin...",https://news.google.com/rss/articles/CBMi1AFBVV95cUxPV0o0UVNQQVZ3SkV1MlZ3ODFvelJCbm5tYjh2SVF4dXNjblRDRWdYUXY2dUxMRjZFVWdXQUJJeHNWMU1meDRXY0VTNnJZeVNfWWthbXpiZVoxWFZZVVg3N1BHX2tIa2J1SGREZHVKNXJtMXgtX2tEZDVqR1FxTmZIb0ZLdFdvcmlCc09GNmprUVBnb0JqVnBqTVlNcEMzcWNfUVlkVEt0QmU5aE8tMzZOZkVRWnNjTDBfeVd3YzBVOWZTOWZabmtuTEw0MFZfY2h0LVlHaNIB2gFBVV95cUxOUGlFQXlReWZydE9MNjE3NTA1NVNTZ2FCNzRZa2ZqOTh2SU1qRnRVaHFXQ05nVHVXREFRMWgtUXd1WEYtSlQ3dURWb3JzbHp6bldITHhCWkNtdmxuck5ZdzNya3FRMUJIeUZ4dVczNGxxVkd1aXJEVVdCdDJqbXh3WGJ3Mmc3TnkyLTFZUVQyWjV3eTdQMWxiNV9ScWN5bnhIY1BIbko5N193OWlwSTQwUkJDOFpuTXFIc1pUOXBkQ0JRNl9QRjAxRzZ4VjJ3ZHU2RW5XNFhCLWdNQQ?oc=5
Delhi,2023-May,4,"More riders for Rapid Metro, but its losses mounting too - The Times of India...",https://news.google.com/rss/articles/CBMiygFBVV95cUxQV0VfVTlZVWdpM3RJMmwzNnNvZmlxZG5ra3BrbEszZmtJZm9fMHV4d1FRODJOZG04TnJyZUpxeDF2MkJ1LUhhNlNReTk1eEhpbmNGdjYwUTlTWC1JbWdYNDBCa0FEWWxOQXg0SWx1MTRGOHNDdkpmR0JULUhSZm1kSU1fU1hodUJpQXZFdW96R1dWQUowenV5dXc0S3V4TmpLeDFjM1ZRUlVHa2JsRW9PajJyY1RUUjR3cVVsRU9RcGNUUnJmVmgtbHlR0gHPAUFVX3lxTE9hR28xVkdmN0prNjY5UkNsdU9OczZDUGgxa3NWX3o0eTFYMzZFdjBEN1V1SE4wV2I1M0VJYVJnd1JmQV94eXhrbi16X2Jsbmx4T2FFMmFUS0I4T0J1Ykl3NUh3Rk5ULVVOcjJXUTlscnhRV2VjZE91aGJ4eWd4Yld5WWNwR0NkZGxWclE4ci1RVDg2Y2pBbTlDZEcybmlHaHJfYWtVVGxoYmU4VjNocC1rRW50bE5sSXhvYkdHT1hhZjF5V3FvVkQzczE4MnhVVQ?oc=5
Delhi,2023-November,7.87,"At 78.67 lakh, Delhi Metro records highest-ever daily ridership on November 18 - thepatriot.in...",https://news.google.com/rss/articles/CBMitgFBVV95cUxPXzI0c0c2c0c3cDVodzJGVmZBNWRFcjEzSTB0V0xPZEgyN3BTR3liRWRwa0FBS3NrRUEtbzJYVzBnSnJPZWpSc21jWm1BNjlReDhDd2p3bkRYUTItX3FweWdNVTVDdkxSVWtzTHNMUVNCaGhiZldaNjdoNU5MaDVSU284bjFhbFJpVEp5dnlHNFVDWTlvVHpDV0NPY0Z4N18wTjBLSDFpR1MtRllpUzlhSjBKMDB4d9IBuwFBVV95cUxNTmJfT2tpYzR3ejhoOEJGUzVmM2ZKOGVBLVhXclZHWHJacG1jMUtxMFNKVVh4dTVFYzFYaFE4UUs4NXVycDZZdWdsTFpiUS03VzRjeVNqcHEwRno2SThRc2ZodVdQWkdPUnRMU0VmY0JqU1V5Q1BBS2pmVzB3WW4wb3VWRW44eDJPOU5mMC1aVmZUM3dPcXZKQWpJbEM1ZXhFeTlPX1hmVHUta25ES3A0LXIwS1JXZFhiNERV?oc=5
Delhi,2023-October,4,"Rs 40 lakh, 89 laptops, 193 mobiles - things passengers left in Delhi Metro in 2024 - Telegraph Indi...",https://news.google.com/rss/articles/CBMixwFBVV95cUxQZXJIQk9aNnZ4bUdRS29fRU5zVE9tbFdxR2kxekJDdk41bW04RFpBejVEUjA0TElxa25ieU9SYzJXMzBldW9xclJTeTFYeUpBQ1E5SE8tY2RYaGl0WUtFeG1jcjl5dWd1dkRzaUNfZWVYcVI1NHloeThKZEk5eHpBU1dwYkhjQzdBTl9HRGtHNmFPc0pUYkJHUTBBbGJ1MGttb2xNenM5TzA0ejRrdWF6SzI5TXhQNl9nZmFucGI1cmRkQjlJSXdn0gHMAUFVX3lxTE9kQ0dtd0dvMERKVzJlY1ZRMlRtczR4QzJkSmtwUkdncHZSUlVZTE5Ccl9GQ3M4aFNVMVNUd0FOeFM4bjY2c2tOcHZJT0NmZ3hVZnhZdXFTOEU4NmRlOWxOMW9WUGFKcmNDWS1Iak5qenV5VG56engtcmFMV3Y4OVg5R0dkci13WmpkU3pqSXZHaVpscEVqaXZwT3pCb1U3LUV0VVh4SVdZVWVTVjZYdUZBSHhQUlJOM1E2QkFHSEpRSHpGQXB6Z3RpZDg5Rg?oc=5
Delhi,2023-September,7.75,Delhi Metro records highest-ever daily ridership of 7.748 mn on Aug 20 - Business Standard...,https://news.google.com/rss/articles/CBMi0AFBVV95cUxPQm1VTGlEaWg2SDBFOElJNlBCc2lpVkU2dHZuMGlwVjRxYnduejVLeDZRcHVBRTlVUmVENDFPMHlPdXBhV2JhdFJRM2R5Qi1ILWRKZlBCaElaT28zT3pRbFpHcW5qYkQ2aUhFanFHalB6aGc3VUhaeEEzLUxSY0h0ZW5qaWszRUtVdl8xNm1VZWQ3ZktCbk5FYVJXOVBuSDlmWm9rVmFTbjkwT01ZdG41QnZ5QmVDRXJ0VzV5MjBpY2M5Ujk5V1A5ZURkbkhIdFh50gHWAUFVX3lxTFA3ZHZSV3NUZy1BX25FVVFXd2tqWTRIcVNiNkpua1kwS3AwWlZuOXdaX1hsZGZaT3N1TmtDNzg3b1FKRVNUREhGRTN1aWRMU1ZfXzVWckU3SUJVRjQ5eVgtZmtxOFVTUDZrcXk1MFZ3am13VkQxSVdVcXBnbVdRNWhaMXA0eXAzYTR0SWUzSjJOdG5SVkZuM1lCdHQyWVhpWkgzVWJzZUZySDZFbFNxakowUGsxaVdCVkZPZzkyejREbUdubkd1TUVUbVBMYk5rLWVLbERxVWc?oc=5
Delhi,2024-April,0.29,Maha Mumbai Metro achieves record daily ridership of 2.94 lakh - The Times of India...,https://news.google.com/rss/articles/CBMi0gFBVV95cUxNN3pQUEhlUG4zOGZQNU9odXVlVjlxclpPZmpmeUVxQ2tXeXFSR0M2MzdmWEFtMUJnUVUwMExKVkhvMi04VWdlalJPYUVmLXBiM3NWemhza1BpZDZFaHBuV0ZaUUtQQ1BDWUNZRlc0a1dicFdRQzRKQXk3R2NCTmZqZC1mT2ZvaGtpdVEzWW5PSVM2U05YLUJELVpkcU04dFk3U0x4dnFpbnVMMEpMb2FJdFprZ2E0RG1hcXJyZjA3NERaTUFna1JVZVBtOGJBREdmUWfSAdcBQVVfeXFMTktfT1BwUkhDYWtxaUNLdnFOUmUwV3RzMmdvREpGWGJ0dUEzTTNfU2FubVo2cXVXdFhoRzVnUEhpbmZTU3diSUVXa3J1eDJoZk94VXVkcEhoakR5YVFXY1ZPY0ZwNzgxM3NWYlBhQnJjNVNJcW5KTmdXc19NR29qUmJNSUl1Wkk5aGNhbVpqU3pDaDUyTFpJTU8yTVFwendTd3ZNX2pJYkN0cmlxZENISmlCcVI0ZXBWcVcydGM4ZTF1RjkyUWZlM2llLW9PTEpoYUV5QjI2NUk?oc=5
Delhi,2024-February,7.24,"At 7.238 mn, Delhi Metro set a new record for daily passenger journeys - Business Standard...",https://news.google.com/rss/articles/CBMizwFBVV95cUxNd1NraXpEd2dGTVBLT2FiYWg3ZUl0eHdxYi0zSk5uX3hDS3BmLXU2ekJBN1BkQWpkUGVYT2hubk1ZQzAtOEw0bjdxRVV5NjBpNExadDBrX0lUaUZBcEdERGVMUXhEcXZLWXhNY250N0xhai1icmhyY2FkNHlWZzg4SWJDMkk0ZjBlUEk3Nm4zUGVQaGxHNE5uYW00MklCZktmZWdDcXBybzdGSHFRU1djRHpGZmo3Y3hWSnkxS1llbHM0Q1pYcFlEdlZDNHZBZVnSAdQBQVVfeXFMTlBWSWkydlI3Sllxdnctd2R5M1MyaWMzMlBfMHpnMHVFWEt4RE95cVExQlFZOWdmX3djSnB4Rl9qTjRwRVJBUUVWRzVVRUNOWHhKdGM5MEpqbzJXNk5Ydkw4cEdnRnVWdE9waFdSS3M0VjRUU1ZybjFlcTVWTE5tYnFENTZfUWFDQmVEOFhXNkVYUlNxemRCQ1BVc2trZ2tVMDlJblRfZUVMNGlhLXJ0TV84U0dDVFJ5MkllM1d3NHNZaEo1am1OVVI1LUE3WWpUSVhnc1c?oc=5
Delhi,2024-January,6.7,DMRC records its highest ridership in 6 years. Over 67 lakh people used the metro on Jan 1 - Hindust...,https://news.google.com/rss/articles/CBMi8AFBVV95cUxPMUUzQVd0ZExFZFpIdWZMWm93THV5YW5GTG9aUW9waEVpMXRVV25DcExIN3hhMG5wakdOQ05Rb1hsZ3ZJVjJMR0ZTekFfRUlnLVMwbTdRcDQyTF8tLTlZamxJZnZGbjhnYld3SVB4aHRVLTVkNVVhQTJnZFR4TXpQQ0JsNVh4QjRGWHlSUDZPM25TRWlNcVN1b0djd3g1aW8xZGxQRS05T1RWWDJUT281QURFa1FfdExqR0xYU3hSWXJaekQ0UUx1SU90UzhIT0RSWVYtZVZHZUhzVzhuNlN6MS1HQ29uODJXa2piTnZfV3M?oc=5
Delhi,2024-June,0.29,Maha Mumbai Metro achieves record daily ridership of 2.94 lakh - The Times of India...,https://news.google.com/rss/articles/CBMi0gFBVV95cUxNN3pQUEhlUG4zOGZQNU9odXVlVjlxclpPZmpmeUVxQ2tXeXFSR0M2MzdmWEFtMUJnUVUwMExKVkhvMi04VWdlalJPYUVmLXBiM3NWemhza1BpZDZFaHBuV0ZaUUtQQ1BDWUNZRlc0a1dicFdRQzRKQXk3R2NCTmZqZC1mT2ZvaGtpdVEzWW5PSVM2U05YLUJELVpkcU04dFk3U0x4dnFpbnVMMEpMb2FJdFprZ2E0RG1hcXJyZjA3NERaTUFna1JVZVBtOGJBREdmUWfSAdcBQVVfeXFMTktfT1BwUkhDYWtxaUNLdnFOUmUwV3RzMmdvREpGWGJ0dUEzTTNfU2FubVo2cXVXdFhoRzVnUEhpbmZTU3diSUVXa3J1eDJoZk94VXVkcEhoakR5YVFXY1ZPY0ZwNzgxM3NWYlBhQnJjNVNJcW5KTmdXc19NR29qUmJNSUl1Wkk5aGNhbVpqU3pDaDUyTFpJTU8yTVFwendTd3ZNX2pJYkN0cmlxZENISmlCcVI0ZXBWcVcydGM4ZTF1RjkyUWZlM2llLW9PTEpoYUV5QjI2NUk?oc=5
Delhi,2024-March,6,"Delhi Metro’s daily ridership soars to 60 lakh, receives ?500 crore in 2024-25 Budget - CNBC TV18...",https://news.google.com/rss/articles/CBMixwFBVV95cUxORFZmMHgxNXl0OV9JcTVnTm9pV1NwU1NJSGlYNUlLZk5SR2JvbGJ1VDdpTzBWaVVVVXF6LXhtcEFITjVRTGxwM21PWTlWY3E4YmZBQVZOWmNXbHdKZ0kzRndSakMyUkVoSXI1dTR3akxyak1WNDFtVjh5WkRvcWYzRzJtYnd5X05BTGU2NVB3OW9pOW1oaWw0RFViV3BhX3l5MEYzd3o4RktOOEZSS1pHdWJzMi1lby1sS1ZzLTFWelRuV0o5blJB0gHMAUFVX3lxTFBDUzRLS2VCcUZUa0oyUjlTbVUwNUJHVFJ3d01hRVYxZnR2dVltYjg4NmFUMEZIak9ybGotZ3Z6TjBhWllka0dpX0dHOHNoeEtEZk1XN0QwODdTQjBqTkUtbXJvbXE2dktTczNDWnMyaGswb2ZSU2JCQWJxZ3FxLVFfYk9rdjVkSDNBMUhWVEFGT2psOEFKRC1aLVVqc0hPSnpoNHhuS1BTSlZaSm5faGkwelNVa2VJMGM4SnpnU2x1SzJVdlZIQnRNZ3l1Uw?oc=5
Delhi,2024-May,4,"What Delhi Metro passengers forgot in 2024: Rs 40 lakh in cash, 89 laptops & more - The Economic Tim...",https://news.google.com/rss/articles/CBMioAJBVV95cUxOa0hXc0JreDFvYlFfdXdoSllmb0xPWHpfUFZmNm9VTDVkZ2xxdGVQaUp5a0JfcTdLUUVMclhzcG8ybGdNdDVfWGJGdENGMmZsVGNkdHNCOXVHQUhhOWVPcjBwR28yWUt0MVNUNUlkMjVsYnQwVU80cEdiTU84OEs2RXotc3FKb0NuQkdwZmtyR0ZGOHcwdzM5RHpVT2trWUVvNXhDWmVEalhvblN5eXBBQnFrdkxNX0lqYmxHbHAzVm5qUTdtY1E3bVViWU5QanVVZkhORk5HZTVkcEd1U3pPWUpJcnlzUmVZLWpwWWM3Tk5JMmlkLU5rSmh0U1l1bTRTdG9UYk1PejViLWx4VElETlVORmVwQ19IdzJvUjM1VFA?oc=5
Mumbai,2023-April,0.29,Maha Mumbai Metro achieves record daily ridership of 2.94 lakh - The Times of India...,https://news.google.com/rss/articles/CBMi0gFBVV95cUxNN3pQUEhlUG4zOGZQNU9odXVlVjlxclpPZmpmeUVxQ2tXeXFSR0M2MzdmWEFtMUJnUVUwMExKVkhvMi04VWdlalJPYUVmLXBiM3NWemhza1BpZDZFaHBuV0ZaUUtQQ1BDWUNZRlc0a1dicFdRQzRKQXk3R2NCTmZqZC1mT2ZvaGtpdVEzWW5PSVM2U05YLUJELVpkcU04dFk3U0x4dnFpbnVMMEpMb2FJdFprZ2E0RG1hcXJyZjA3NERaTUFna1JVZVBtOGJBREdmUWfSAdcBQVVfeXFMTktfT1BwUkhDYWtxaUNLdnFOUmUwV3RzMmdvREpGWGJ0dUEzTTNfU2FubVo2cXVXdFhoRzVnUEhpbmZTU3diSUVXa3J1eDJoZk94VXVkcEhoakR5YVFXY1ZPY0ZwNzgxM3NWYlBhQnJjNVNJcW5KTmdXc19NR29qUmJNSUl1Wkk5aGNhbVpqU3pDaDUyTFpJTU8yTVFwendTd3ZNX2pJYkN0cmlxZENISmlCcVI0ZXBWcVcydGM4ZTF1RjkyUWZlM2llLW9PTEpoYUV5QjI2NUk?oc=5
Mumbai,2023-August,0.47,Mumbai Metro 3 ridership crosses 4.7 lakh in 10 days - urbanacres.in...,https://news.google.com/rss/articles/CBMigAFBVV95cUxPOXRFRncxdVhNdF9wUWNYZFg5TG1ZUWpmenVqT1dMX0tESzVJaHRqS1U5SEZILXdxazQ2eU5QdlNkeF9Ld09zeVBmc1N3a2tJc3BmY3lnN0NPbDBxTjM2Y3NIQUNXek92d3VEMFgtN25GRmhyZWFLck5PLVFPazlVLQ?oc=5
Mumbai,2023-December,0.13,1.3 lakh passengers took Kochi Metro on New Year's Eve; record ridership in December - The New India...,https://news.google.com/rss/articles/CBMi1gFBVV95cUxQR2JrTi1iQWpsY2RqNWx4M3BsWmp0UklYR2RPcFotYk5YWlBSOFpDbWxON0NhVDhic3MtUFNzaVB0RDZ5NFFzbjRjWmdwY0pVMEwzS1p3VExUSFJPZHNuZXUzdkpTVkY4VHE0UHlSZVVvMGpwOGhuVWM3cDRySjA3QjNzNHNJUTFibDJrX3p6cHB6X2NnY1FLUHI1VzRuTUVqVm1uYVlvMXp1QWstY1BfSDAwSkV6eENlclB2dW80b3VITkljR1ZVSkRyMzVnbU1KdWNBa0pn0gHjAUFVX3lxTE5kbnV1MFBoOWtXNHlzZ1JyUE5qcTJIaHV5d01KRWhRTm1GanFYaTJYbHdCcmR1VWFuVUJUdlRjOV84TU9nN0luZUlmXzg5RUdCaGx4S0R0cHJjd2tOOE5VZW44T0k1YjZoX0d4NE9uRGtlTzJndnpFSWVhYzhmd0hnMjh1bnBIUzZLQ0xnU1JYQzBJOGItN2JhSklCcGptaEJEdThtYnJUc2JKVm5jSDB6eno5TTM3QXNRVUc1anhtUVE0YWRaZEhKUGUxNmpMNk4wZXkwZWJkdWY3aVBOeVhUNEx3?oc=5
Mumbai,2023-February,9,Only 46 Passengers/Service Reported On Mumbai Metro 3 Between Ocobert To February - Trak.in...,https://news.google.com/rss/articles/CBMiqgFBVV95cUxPUnJ6NkZEbFhBMUFnLU9mNDkxUk1oVEF1eGl6OTlvN000YUtMLS1OWkhnLWFfaHI0Rmg5c1RKMWdjU1VaOHc2dEdtX3IyMldvMm5iY25kRjB6aU45M05GcW1DaVJNNF96MExrV1JPLXdJY0NKOExRNnh1UDNtSjBmLVZ0c2pmY0U1WGU1aHk3V1ZudnVXVmNrbDE3SmhDS2k5RnQ4ckFPaExFUQ?oc=5
Mumbai,2023-January,0.29,Mumbai Metro Line 2A And 7: MMMOCL Achieves Highest Single-Day Ridership Of Over 2.92 Lakh - Free Pr...,https://news.google.com/rss/articles/CBMixgFBVV95cUxQSjNDM2JiX0puU3RnN3NNOHJBNFIxR05xOC1JMFRTSkFvSFZRejFsTUMyZldSN0FELTl5OTg4X3ZOT2RHSE9UWUtNQkxBejl0X2NLb09uUVNnbDl2V0R3VlU1a3ZQdF9mdFJDa3BSUHR6Z3VqaERtOUtRVU5qb094Y3ZFMnpUcXpCbFlWaFVhOENjTXZ4VmpEQ2hQNUFPbjNyR3lNakFwNUxJaTZfb2Z6RlA1UlVWaGhQcHhobFk4SHBXTldabWfSAcsBQVVfeXFMUGZmY1F6QXpjejh4Sl9uZ0FmOEcyWXdhR0hmTDVZZFBxVTdnd1pkYXVWM1hSUXg5ZGMxdk4tSF84REF6bXR1cF8ycFF2bFdOcVFkeVdOeTZQRS1PUUFOYTYtWFVzbXduUENHYlZzVGp2SVlac3JkLUhPdHFXLUVoWkV1aTI4VVRBWEFPbGZHMkNkMmJYdUV0WHowWEtfVDZtM0NZQWw4SS0tczVOR2pjUHctNE02cWxmcGlCallwcTQxcTUzdWZRTGNuYm8?oc=5
Mumbai,2023-July,0.29,Maha Mumbai Metro achieves record daily ridership of 2.94 lakh - The Times of India...,https://news.google.com/rss/articles/CBMi0gFBVV95cUxNN3pQUEhlUG4zOGZQNU9odXVlVjlxclpPZmpmeUVxQ2tXeXFSR0M2MzdmWEFtMUJnUVUwMExKVkhvMi04VWdlalJPYUVmLXBiM3NWemhza1BpZDZFaHBuV0ZaUUtQQ1BDWUNZRlc0a1dicFdRQzRKQXk3R2NCTmZqZC1mT2ZvaGtpdVEzWW5PSVM2U05YLUJELVpkcU04dFk3U0x4dnFpbnVMMEpMb2FJdFprZ2E0RG1hcXJyZjA3NERaTUFna1JVZVBtOGJBREdmUWfSAdcBQVVfeXFMTktfT1BwUkhDYWtxaUNLdnFOUmUwV3RzMmdvREpGWGJ0dUEzTTNfU2FubVo2cXVXdFhoRzVnUEhpbmZTU3diSUVXa3J1eDJoZk94VXVkcEhoakR5YVFXY1ZPY0ZwNzgxM3NWYlBhQnJjNVNJcW5KTmdXc19NR29qUmJNSUl1Wkk5aGNhbVpqU3pDaDUyTFpJTU8yTVFwendTd3ZNX2pJYkN0cmlxZENISmlCcVI0ZXBWcVcydGM4ZTF1RjkyUWZlM2llLW9PTEpoYUV5QjI2NUk?oc=5
Mumbai,2023-June,0.29,Maha Mumbai Metro achieves record daily ridership of 2.94 lakh - The Times of India...,https://news.google.com/rss/articles/CBMi0gFBVV95cUxNN3pQUEhlUG4zOGZQNU9odXVlVjlxclpPZmpmeUVxQ2tXeXFSR0M2MzdmWEFtMUJnUVUwMExKVkhvMi04VWdlalJPYUVmLXBiM3NWemhza1BpZDZFaHBuV0ZaUUtQQ1BDWUNZRlc0a1dicFdRQzRKQXk3R2NCTmZqZC1mT2ZvaGtpdVEzWW5PSVM2U05YLUJELVpkcU04dFk3U0x4dnFpbnVMMEpMb2FJdFprZ2E0RG1hcXJyZjA3NERaTUFna1JVZVBtOGJBREdmUWfSAdcBQVVfeXFMTktfT1BwUkhDYWtxaUNLdnFOUmUwV3RzMmdvREpGWGJ0dUEzTTNfU2FubVo2cXVXdFhoRzVnUEhpbmZTU3diSUVXa3J1eDJoZk94VXVkcEhoakR5YVFXY1ZPY0ZwNzgxM3NWYlBhQnJjNVNJcW5KTmdXc19NR29qUmJNSUl1Wkk5aGNhbVpqU3pDaDUyTFpJTU8yTVFwendTd3ZNX2pJYkN0cmlxZENISmlCcVI0ZXBWcVcydGM4ZTF1RjkyUWZlM2llLW9PTEpoYUV5QjI2NUk?oc=5
Mumbai,2023-March,0.48,Mumbai Metro One Sets New Record For Daily Ridership With 4.79 Lakh Commuters On Sept 27 - Free Pres...,https://news.google.com/rss/articles/CBMixAFBVV95cUxQNkdEeUR2Q3dNQ2VDX3RlRTYyYmlFdmtLZjc3bzdRRUhQZGxFcElHQkJXTVl5eldNWHlYWUc0aDJHVzRzRUd5YXFJa2VuODZHVGVJVUdpSHJ3R1QzTUlocWh3R0RmY0t4N0lJeTZqdDNtZnRWMXd3U0ZnVHg5Z0pnOGVjUTZzUlNGMGVKQXdWZk5saUtycjRyYXpOMXJPckt0UWstUjFDbFM0TUtQckQtZExfWlMtd0Y1NHcxWGl0T3ZRWnVa0gHKAUFVX3lxTE5RR3RDWXFKVTVrRDkwdlVnaGh1NV81ZkVMcGE0NEp0ODE0STJCMi1BQnhCdGp4RkVLVTJPNktPYk05S0FzeFAzNVNEVG4wOWNPbmVoRGxyMExZRGIxTFNCeGg4SHBvX2w1NlN3aTQ3cDEyNVRXN012Z0FkQlVZQVl5dHhfaU5HRG1XeXlaZXB1eEZLVWZCVXBpTHdxTFR5MGtfemRNbXNVaWV2TTczVG1QUENzdGkyQUhQeUIwTVh5dUVFTk1SbTdXcnc?oc=5
Mumbai,2023-May,0.47,Mumbai Metro 3 ridership crosses 4.7 lakh in 10 days - urbanacres.in...,https://news.google.com/rss/articles/CBMigAFBVV95cUxPOXRFRncxdVhNdF9wUWNYZFg5TG1ZUWpmenVqT1dMX0tESzVJaHRqS1U5SEZILXdxazQ2eU5QdlNkeF9Ld09zeVBmc1N3a2tJc3BmY3lnN0NPbDBxTjM2Y3NIQUNXek92d3VEMFgtN25GRmhyZWFLck5PLVFPazlVLQ?oc=5
